SDG	Pub_doi	Pub_title	Pub_concept	SDG_short
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis International Food Policy Research Institute	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Technical Barrier To Trade	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Technical Barrier To Trade Agreement	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Process Food Firm	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis World Food Situation	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Future Food Supply	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Consumer Subsidy Equivalent	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Demand Supply Demand Supply	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Modern Retail	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Agricultural Production Structure	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Process Food Sector	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Capita Food Supply	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Pacific Economic Co-operation Council	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Over-nutrition	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Comprehensive Africa Agriculture Development Programme	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Organization For Economic Cooperation And Development Country	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Nutrition Security	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Food Waste	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Body Mass Index	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Obesity	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Increase Food Availability	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Sustainable Diet	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Food Wastage	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Nutrition Outcome	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Figure IV	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Gross Domestic Product	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Micronutrient Deficiency	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Agroecological Region	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Eastern Mediterranean Region	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Sustainable Natural Resource Management	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Undernourished People	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Nutritional Status	SDG10
SDG10: Reduced Inequalities	10.18356_0e3c4bbb-en	World economic and social survey 2013 - Ensuring food and nutrition security	bis Global Food Security Crisis	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Agricultural System OECD	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Availability Global Food	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Global Food Security	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Food Import Bill	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Food Availability	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Net Food Importer	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Availability Global	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis System OECD	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Domestic Food	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Agricultural Trade	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Food Insecurity Risk	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Global Food	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Domestic Price Volatility	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Food Price Spike	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Food Import	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis OECD Food	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Agricultural System	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Food Security	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis World Agricultural Trade	SDG10
SDG10: Reduced Inequalities	10.1787_9789264195363-6-en	Global Food Security - The role of food and agricultural trade in ensuring domestic food availability	bis Low-Income Food-Deficit Country	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Tie Food Aid	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Food Aid	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Project Food Aid	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis World Food Programme	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Programme Food Aid	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Triangular Transaction	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Developmental Effectiveness	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Doe Tie Matter	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Development Assistance Committee	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis School Feeding Programme	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Local Purchase	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Food Aid Budget Line	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Skim Milk Powder	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Emergency Food Aid	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Food Aid Convention	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Employment Generation Scheme	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Development Assistance Committee Definition	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Food Aid Budget	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Direct Distribution	SDG10
SDG10: Reduced Inequalities	10.1787_9789264013476-en	The Development Effectiveness of Food Aid - The Development Effectiveness of Food Aid	bis Cereal Food Aid	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis Department For International Development	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis Productive Safety Net Programme	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis Food And Agricultural Organization	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis World Food Security	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis Social Protection Instrument	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis Social Protection Programme	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis International Food Policy Research Institute	SDG10
SDG10: Reduced Inequalities	10.1787_5jz44w9ltszt-en	Food and Nutrition (in -) Security and Social Protection - Food and Nutrition (in -) Security and Social Protection	bis High Level Panel	SDG10
